Account,Date,Time,Type,Transaction ID,Receipt Number,Payment Method,Quantity,Description,Currency,Price (Gross),Price (Net),Tax,Tax rate,Transaction refunded
generic.email@example.com,2022-07-01,13:20,Sales,T4P9DPR1T,S202397862633,Cash,1,Product D,EUR,2.23,2.23,0.0,0%,
generic.email@example.com,2022-07-01,14:37,Sales,T71JWLDLA,S202394890895,Mobile,2,Product C,EUR,4.61,4.61,0.0,0%,
generic.email@example.com,2022-07-01,14:54,Sales,T85T4MZ3P,S202399724429,Card,1,Product C,EUR,8.54,8.54,0.0,0%,
generic.email@example.com,2022-07-01,15:29,Sales,TM5TRF3WZ,S202386406244,Mobile,2,Product B,EUR,0.86,0.86,0.0,0%,
generic.email@example.com,2022-07-01,16:21,Sales,TGWHX1M0U,S202354944291,Card,1,Product C,EUR,5.05,5.05,0.0,0%,
generic.email@example.com,2022-07-01,16:34,Sales,TEVOSI9SV,S202331596062,Card,3,Product C,EUR,2.87,2.87,0.0,0%,
generic.email@example.com,2022-07-01,19:44,Sales,T57TYSN1F,S202332123683,Cash,2,Product C,EUR,9.8,9.8,0.0,0%,
generic.email@example.com,2022-07-02,11:02,Sales,TMRAM9634,S202358961191,Cash,2,Product B,EUR,5.64,5.64,0.0,0%,
generic.email@example.com,2022-07-02,12:10,Sales,TCH4MV6RN,S202347487821,Cash,1,Product C,EUR,1.96,1.96,0.0,0%,
generic.email@example.com,2022-07-02,12:42,Sales,TANM5V7SJ,S202360474435,Cash,3,Product C,EUR,5.57,5.57,0.0,0%,
generic.email@example.com,2022-07-02,13:19,Sales,TFKM4VVDB,S202327352378,Cash,2,Product D,EUR,4.72,4.72,0.0,0%,
generic.email@example.com,2022-07-02,14:34,Sales,TJTLNUK8I,S202388161061,Mobile,2,Product C,EUR,0.71,0.71,0.0,0%,
generic.email@example.com,2022-07-02,14:39,Sales,TOLZEJGOO,S202358583523,Card,2,Product B,EUR,3.3,3.3,0.0,0%,
generic.email@example.com,2022-07-02,15:14,Sales,TCZY24LW1,S202323091186,Cash,2,Product C,EUR,8.53,8.53,0.0,0%,
generic.email@example.com,2022-07-02,16:09,Sales,TZ5E5FSH5,S202330650022,Card,3,Product D,EUR,7.26,7.26,0.0,0%,
generic.email@example.com,2022-07-02,17:59,Sales,T24L5ZKTH,S202347061390,Card,2,Product D,EUR,0.7,0.7,0.0,0%,
generic.email@example.com,2022-07-03,11:20,Sales,T4NT0F57V,S202393988901,Card,2,Product A,EUR,6.9,6.9,0.0,0%,
generic.email@example.com,2022-07-03,11:43,Sales,TAIAUMYGP,S202385411907,Mobile,2,Product A,EUR,3.44,3.44,0.0,0%,
generic.email@example.com,2022-07-03,13:30,Sales,TO0Q28YX1,S202332260715,Card,2,Product C,EUR,8.71,8.71,0.0,0%,
generic.email@example.com,2022-07-03,13:37,Sales,TGW2F3LE4,S202374336685,Card,2,Product C,EUR,3.22,3.22,0.0,0%,
generic.email@example.com,2022-07-03,13:48,Sales,T5EGL3NOQ,S202387156879,Cash,1,Product B,EUR,5.14,5.14,0.0,0%,
generic.email@example.com,2022-07-03,13:50,Sales,T7W5MURTQ,S202320251096,Cash,3,Product D,EUR,1.07,1.07,0.0,0%,
generic.email@example.com,2022-07-03,13:56,Sales,TMSYYIPK0,S202385282458,Card,2,Product D,EUR,9.99,9.99,0.0,0%,
generic.email@example.com,2022-07-03,16:55,Sales,TI1YB59GM,S202325919036,Card,3,Product B,EUR,4.01,4.01,0.0,0%,
generic.email@example.com,2022-07-03,16:56,Sales,TWJJP6NVF,S202398914630,Mobile,1,Product C,EUR,6.74,6.74,0.0,0%,
generic.email@example.com,2022-07-03,18:25,Sales,TK5L8XN1V,S202363651269,Card,1,Product B,EUR,5.55,5.55,0.0,0%,
generic.email@example.com,2022-07-03,18:53,Sales,TA7C56BSM,S202312140272,Card,2,Product B,EUR,0.84,0.84,0.0,0%,
generic.email@example.com,2022-07-03,19:48,Sales,TF6BVIMVI,S202365803932,Card,2,Product C,EUR,7.09,7.09,0.0,0%,
generic.email@example.com,2022-07-04,12:05,Sales,TW26KZC8U,S202372782989,Mobile,1,Product C,EUR,8.48,8.48,0.0,0%,
generic.email@example.com,2022-07-04,12:27,Sales,TZ3LEMPAN,S202375111073,Cash,2,Product D,EUR,3.37,3.37,0.0,0%,
generic.email@example.com,2022-07-04,12:51,Sales,T4AHNSWJ0,S202361293269,Card,1,Product A,EUR,4.3,4.3,0.0,0%,
generic.email@example.com,2022-07-04,13:15,Sales,T4AD8TJ9M,S202312591442,Cash,3,Product C,EUR,3.18,3.18,0.0,0%,
generic.email@example.com,2022-07-04,16:38,Sales,TFM6KIU52,S202362723283,Card,3,Product D,EUR,3.73,3.73,0.0,0%,
generic.email@example.com,2022-07-04,18:18,Sales,T1D2HO3AM,S202372170592,Mobile,1,Product B,EUR,2.53,2.53,0.0,0%,
generic.email@example.com,2022-07-04,19:47,Sales,T11BZGQD1,S202307412116,Mobile,3,Product C,EUR,2.71,2.71,0.0,0%,
generic.email@example.com,2022-07-05,11:02,Sales,TV3Z01QOV,S202354468882,Mobile,1,Product C,EUR,6.27,6.27,0.0,0%,
generic.email@example.com,2022-07-05,14:23,Sales,T1MAXGJN5,S202364403114,Cash,3,Product C,EUR,8.4,8.4,0.0,0%,
generic.email@example.com,2022-07-05,14:36,Sales,TKMTI2VX6,S202345927127,Cash,2,Product D,EUR,6.73,6.73,0.0,0%,
generic.email@example.com,2022-07-05,14:36,Sales,TG5MIWBIB,S202349946121,Cash,1,Product A,EUR,5.16,5.16,0.0,0%,
generic.email@example.com,2022-07-05,14:45,Sales,T7CO5AR73,S202381112659,Mobile,1,Product C,EUR,6.64,6.64,0.0,0%,
generic.email@example.com,2022-07-05,16:24,Sales,T28X9PKEG,S202303424216,Card,3,Product C,EUR,7.23,7.23,0.0,0%,
generic.email@example.com,2022-07-05,18:52,Sales,T32E0O7CD,S202346266165,Card,3,Product A,EUR,4.97,4.97,0.0,0%,
generic.email@example.com,2022-07-05,19:33,Sales,TABQUPE30,S202323861272,Mobile,2,Product D,EUR,3.95,3.95,0.0,0%,
generic.email@example.com,2022-07-06,11:35,Sales,T4O5RKUQD,S202397552305,Card,3,Product D,EUR,5.97,5.97,0.0,0%,
generic.email@example.com,2022-07-06,12:19,Sales,TUGN05EOS,S202318160899,Mobile,3,Product A,EUR,6.54,6.54,0.0,0%,
generic.email@example.com,2022-07-06,17:31,Sales,TD85SJAPY,S202365906195,Mobile,2,Product D,EUR,4.81,4.81,0.0,0%,
generic.email@example.com,2022-07-06,17:34,Sales,TU6IAF87I,S202316001386,Card,1,Product B,EUR,0.93,0.93,0.0,0%,
generic.email@example.com,2022-07-06,17:46,Sales,TSRHTMZ07,S202354838040,Cash,3,Product C,EUR,5.1,5.1,0.0,0%,
generic.email@example.com,2022-07-06,18:17,Sales,TX63QY244,S202313247075,Mobile,3,Product D,EUR,3.17,3.17,0.0,0%,
generic.email@example.com,2022-07-07,14:06,Sales,TLLHTH26Q,S202340235297,Mobile,1,Product C,EUR,8.31,8.31,0.0,0%,
generic.email@example.com,2022-07-07,15:30,Sales,TO6HBS2S7,S202307302262,Cash,3,Product B,EUR,6.56,6.56,0.0,0%,
generic.email@example.com,2022-07-07,17:13,Sales,T987OKOFD,S202366835115,Mobile,3,Product D,EUR,7.61,7.61,0.0,0%,
generic.email@example.com,2022-07-08,12:01,Sales,TQ74KI1JL,S202341189922,Mobile,1,Product B,EUR,8.65,8.65,0.0,0%,
generic.email@example.com,2022-07-08,14:03,Sales,T5HXF4UNQ,S202320014429,Card,2,Product D,EUR,4.44,4.44,0.0,0%,
generic.email@example.com,2022-07-08,17:34,Sales,T7B203B03,S202351560573,Cash,1,Product D,EUR,6.45,6.45,0.0,0%,
generic.email@example.com,2022-07-08,17:52,Sales,T9M81DRG4,S202359777650,Mobile,1,Product C,EUR,7.71,7.71,0.0,0%,
generic.email@example.com,2022-07-09,12:47,Sales,T6YCBZ0JC,S202310851045,Mobile,3,Product B,EUR,9.56,9.56,0.0,0%,
generic.email@example.com,2022-07-09,13:26,Sales,T4TAGY6EQ,S202307677490,Mobile,2,Product D,EUR,6.91,6.91,0.0,0%,
generic.email@example.com,2022-07-09,14:00,Sales,TQ3ZRNAXI,S202302689509,Cash,3,Product D,EUR,8.77,8.77,0.0,0%,
generic.email@example.com,2022-07-09,14:19,Sales,T3IAUQVNP,S202314740364,Cash,2,Product D,EUR,7.91,7.91,0.0,0%,
generic.email@example.com,2022-07-09,16:30,Sales,TR5H58LV5,S202345391277,Mobile,3,Product C,EUR,0.95,0.95,0.0,0%,
generic.email@example.com,2022-07-09,16:35,Sales,TF5TBHDML,S202366564513,Cash,2,Product D,EUR,9.38,9.38,0.0,0%,
generic.email@example.com,2022-07-09,17:44,Sales,T9HOXGZGD,S202372504385,Cash,1,Product C,EUR,1.68,1.68,0.0,0%,
generic.email@example.com,2022-07-10,13:23,Sales,TI28HA33W,S202395482340,Card,1,Product C,EUR,7.68,7.68,0.0,0%,
generic.email@example.com,2022-07-10,13:59,Sales,TVIZ6STNL,S202311212107,Card,1,Product C,EUR,9.83,9.83,0.0,0%,
generic.email@example.com,2022-07-10,14:09,Sales,TBFD7A785,S202386717758,Mobile,1,Product D,EUR,5.02,5.02,0.0,0%,
generic.email@example.com,2022-07-10,14:26,Sales,TO5PHZW74,S202323567471,Card,2,Product B,EUR,8.67,8.67,0.0,0%,
generic.email@example.com,2022-07-10,15:48,Sales,TCVURL32I,S202379860751,Mobile,1,Product D,EUR,9.22,9.22,0.0,0%,
generic.email@example.com,2022-07-10,16:08,Sales,T0B9BTPL1,S202346348273,Mobile,2,Product A,EUR,7.77,7.77,0.0,0%,
generic.email@example.com,2022-07-10,16:18,Sales,TP8FS70GI,S202359647183,Card,3,Product A,EUR,1.53,1.53,0.0,0%,
generic.email@example.com,2022-07-10,16:33,Sales,TI8J6WOEB,S202391248152,Cash,1,Product D,EUR,1.05,1.05,0.0,0%,
generic.email@example.com,2022-07-10,18:23,Sales,T06RFUOL3,S202332870981,Card,2,Product C,EUR,9.07,9.07,0.0,0%,
generic.email@example.com,2022-07-10,19:25,Sales,T2DM1A8SP,S202371211882,Card,3,Product A,EUR,8.47,8.47,0.0,0%,
generic.email@example.com,2022-07-11,12:50,Sales,TMKGXJ64M,S202383884032,Cash,1,Product D,EUR,8.15,8.15,0.0,0%,
generic.email@example.com,2022-07-11,13:08,Sales,THCPSYPAV,S202321541320,Card,3,Product C,EUR,9.06,9.06,0.0,0%,
generic.email@example.com,2022-07-11,13:10,Sales,TFQ7JIO96,S202340519460,Card,1,Product B,EUR,5.54,5.54,0.0,0%,
generic.email@example.com,2022-07-11,13:33,Sales,TGNY8ISG8,S202394424852,Card,1,Product C,EUR,4.25,4.25,0.0,0%,
generic.email@example.com,2022-07-11,13:38,Sales,TFGOGR7Q9,S202322675632,Card,3,Product C,EUR,9.19,9.19,0.0,0%,
generic.email@example.com,2022-07-11,13:56,Sales,T9HDE9T9C,S202326266405,Card,3,Product C,EUR,3.99,3.99,0.0,0%,
generic.email@example.com,2022-07-11,14:41,Sales,T1VY7JTWG,S202312150354,Card,3,Product A,EUR,9.99,9.99,0.0,0%,
generic.email@example.com,2022-07-11,15:11,Sales,TTLS7WG0D,S202334902443,Card,3,Product B,EUR,9.34,9.34,0.0,0%,
generic.email@example.com,2022-07-11,17:46,Sales,T55R622R8,S202355055415,Cash,2,Product A,EUR,5.56,5.56,0.0,0%,
generic.email@example.com,2022-07-11,17:59,Sales,TB6XXGSGE,S202391833679,Mobile,3,Product C,EUR,4.28,4.28,0.0,0%,
generic.email@example.com,2022-07-11,18:56,Sales,TCU7G2SV5,S202323503281,Card,3,Product B,EUR,7.63,7.63,0.0,0%,
generic.email@example.com,2022-07-11,19:04,Sales,T5BQT3RX1,S202366908587,Cash,2,Product B,EUR,8.45,8.45,0.0,0%,
generic.email@example.com,2022-07-11,19:34,Sales,TXRSEBIJ1,S202318463891,Card,1,Product D,EUR,7.71,7.71,0.0,0%,
generic.email@example.com,2022-07-11,19:48,Sales,TX9TR1SVY,S202352632822,Cash,1,Product B,EUR,7.68,7.68,0.0,0%,
generic.email@example.com,2022-07-12,15:29,Sales,T5M5XGYXL,S202375390469,Card,2,Product D,EUR,1.29,1.29,0.0,0%,
generic.email@example.com,2022-07-12,16:13,Sales,T6YU3BA71,S202333566987,Cash,3,Product B,EUR,8.61,8.61,0.0,0%,
generic.email@example.com,2022-07-12,18:38,Sales,T1X3ZBESZ,S202340661908,Card,2,Product C,EUR,1.24,1.24,0.0,0%,
generic.email@example.com,2022-07-12,19:17,Sales,T5QAPHMAT,S202328113774,Mobile,2,Product C,EUR,7.3,7.3,0.0,0%,
generic.email@example.com,2022-07-12,19:45,Sales,T0MH5I9AA,S202352779921,Cash,3,Product C,EUR,1.1,1.1,0.0,0%,
generic.email@example.com,2022-07-12,19:51,Sales,TEA7EN9FP,S202354249105,Card,1,Product D,EUR,0.74,0.74,0.0,0%,
generic.email@example.com,2022-07-13,11:16,Sales,TO74PBJ4H,S202323599861,Card,3,Product D,EUR,9.32,9.32,0.0,0%,
generic.email@example.com,2022-07-13,11:58,Sales,T3PWTJMZ2,S202361248554,Mobile,1,Product B,EUR,8.37,8.37,0.0,0%,
generic.email@example.com,2022-07-13,13:23,Sales,TKCO12DQY,S202378220341,Card,1,Product C,EUR,9.08,9.08,0.0,0%,
generic.email@example.com,2022-07-13,14:19,Sales,TFBMBJTRF,S202326434477,Mobile,3,Product A,EUR,9.07,9.07,0.0,0%,
generic.email@example.com,2022-07-13,14:32,Sales,TVLFBNXA2,S202338354214,Cash,3,Product C,EUR,8.99,8.99,0.0,0%,
generic.email@example.com,2022-07-13,15:27,Sales,T17WN80XM,S202388588815,Mobile,3,Product C,EUR,1.71,1.71,0.0,0%,
generic.email@example.com,2022-07-13,16:03,Sales,TDKSF51LJ,S202389025286,Cash,1,Product A,EUR,0.84,0.84,0.0,0%,
generic.email@example.com,2022-07-13,16:13,Sales,TW8SXEK8S,S202310024063,Card,2,Product B,EUR,1.55,1.55,0.0,0%,
generic.email@example.com,2022-07-13,16:13,Sales,TYLNZ98LJ,S202325314889,Mobile,2,Product C,EUR,6.55,6.55,0.0,0%,
generic.email@example.com,2022-07-13,17:10,Sales,T06I8RSGH,S202334953198,Card,3,Product B,EUR,4.93,4.93,0.0,0%,
generic.email@example.com,2022-07-14,13:07,Sales,T79CKBNEY,S202384632156,Cash,2,Product D,EUR,6.19,6.19,0.0,0%,
generic.email@example.com,2022-07-14,13:15,Sales,T9UBOQD90,S202362769025,Card,3,Product C,EUR,3.6,3.6,0.0,0%,
generic.email@example.com,2022-07-14,14:45,Sales,TZU0ZJ1GD,S202311570578,Cash,1,Product B,EUR,7.82,7.82,0.0,0%,
generic.email@example.com,2022-07-14,15:36,Sales,T3JWIT6RE,S202337766068,Cash,3,Product B,EUR,6.61,6.61,0.0,0%,
generic.email@example.com,2022-07-14,15:53,Sales,TQKX7QIX2,S202390768560,Card,3,Product A,EUR,4.05,4.05,0.0,0%,
generic.email@example.com,2022-07-14,17:52,Sales,T319HQBXC,S202397856092,Card,3,Product B,EUR,1.59,1.59,0.0,0%,
generic.email@example.com,2022-07-14,18:54,Sales,TMTFZMAPD,S202388558576,Mobile,3,Product C,EUR,4.82,4.82,0.0,0%,
generic.email@example.com,2022-07-15,11:32,Sales,TJ4KR7PFO,S202391553140,Cash,3,Product B,EUR,9.5,9.5,0.0,0%,
generic.email@example.com,2022-07-15,11:57,Sales,TJ0QCGWU3,S202319931836,Mobile,3,Product D,EUR,1.62,1.62,0.0,0%,
generic.email@example.com,2022-07-15,12:27,Sales,T8DHH6X0I,S202356734492,Card,2,Product B,EUR,7.71,7.71,0.0,0%,
generic.email@example.com,2022-07-15,12:33,Sales,T13VR29K1,S202321348514,Cash,1,Product B,EUR,1.54,1.54,0.0,0%,
generic.email@example.com,2022-07-15,13:53,Sales,TQSMKDDBX,S202362519264,Cash,2,Product C,EUR,1.66,1.66,0.0,0%,
generic.email@example.com,2022-07-15,14:48,Sales,TX16LYY0M,S202300531158,Card,2,Product C,EUR,6.6,6.6,0.0,0%,
generic.email@example.com,2022-07-15,15:09,Sales,TXX89UC7K,S202373795807,Mobile,3,Product D,EUR,8.15,8.15,0.0,0%,
generic.email@example.com,2022-07-15,15:43,Sales,T0LQ3GFFU,S202392588056,Cash,1,Product B,EUR,0.54,0.54,0.0,0%,
generic.email@example.com,2022-07-15,16:23,Sales,TWAK8TSYQ,S202326994282,Card,2,Product D,EUR,3.85,3.85,0.0,0%,
generic.email@example.com,2022-07-15,16:50,Sales,TXRL9TFCP,S202380708163,Mobile,3,Product D,EUR,7.98,7.98,0.0,0%,
generic.email@example.com,2022-07-15,17:32,Sales,TCMKGODAG,S202383929458,Card,3,Product A,EUR,7.52,7.52,0.0,0%,
generic.email@example.com,2022-07-15,17:59,Sales,TCCU5F566,S202336128476,Card,1,Product A,EUR,7.74,7.74,0.0,0%,
generic.email@example.com,2022-07-15,18:32,Sales,TS10XVG7B,S202337306083,Mobile,1,Product D,EUR,3.98,3.98,0.0,0%,
generic.email@example.com,2022-07-15,19:17,Sales,THSPOQJNY,S202334016087,Card,3,Product A,EUR,2.5,2.5,0.0,0%,
generic.email@example.com,2022-07-15,19:25,Sales,T98CZ51XC,S202345032876,Mobile,1,Product B,EUR,1.85,1.85,0.0,0%,
generic.email@example.com,2022-07-16,11:19,Sales,TCJV87J2H,S202365472050,Mobile,1,Product A,EUR,3.45,3.45,0.0,0%,
generic.email@example.com,2022-07-16,11:35,Sales,TGVHVDB3A,S202324987897,Cash,1,Product D,EUR,9.63,9.63,0.0,0%,
generic.email@example.com,2022-07-16,13:37,Sales,TLK1IWAB2,S202376927463,Cash,1,Product C,EUR,3.0,3.0,0.0,0%,
generic.email@example.com,2022-07-16,14:13,Sales,T7FNUKXYD,S202309118736,Mobile,2,Product A,EUR,2.45,2.45,0.0,0%,
generic.email@example.com,2022-07-16,18:20,Sales,T0A8OOX4J,S202355324098,Mobile,2,Product D,EUR,0.86,0.86,0.0,0%,
generic.email@example.com,2022-07-16,19:30,Sales,T1J3AAEG4,S202374900058,Mobile,2,Product C,EUR,9.41,9.41,0.0,0%,
generic.email@example.com,2022-07-17,11:21,Sales,TFZ5ZFRHX,S202309007000,Cash,3,Product B,EUR,6.03,6.03,0.0,0%,
generic.email@example.com,2022-07-17,11:59,Sales,TXSZAU495,S202355110616,Mobile,2,Product C,EUR,6.0,6.0,0.0,0%,
generic.email@example.com,2022-07-17,13:14,Sales,TNKEY50JT,S202366470291,Card,3,Product B,EUR,6.58,6.58,0.0,0%,
generic.email@example.com,2022-07-17,14:31,Sales,T8FHKUANX,S202375341799,Mobile,1,Product C,EUR,8.29,8.29,0.0,0%,
generic.email@example.com,2022-07-17,15:10,Sales,T7S81JEZ0,S202317617375,Card,3,Product B,EUR,2.49,2.49,0.0,0%,
generic.email@example.com,2022-07-17,15:26,Sales,TGV530YZ5,S202358057212,Cash,2,Product C,EUR,8.09,8.09,0.0,0%,
generic.email@example.com,2022-07-17,16:08,Sales,TNAXALFTX,S202345382039,Mobile,3,Product A,EUR,9.08,9.08,0.0,0%,
generic.email@example.com,2022-07-17,16:30,Sales,TAM94E1HP,S202391675310,Mobile,3,Product B,EUR,3.64,3.64,0.0,0%,
generic.email@example.com,2022-07-17,18:08,Sales,TSQA2LYCG,S202319327897,Card,2,Product D,EUR,3.19,3.19,0.0,0%,
generic.email@example.com,2022-07-17,18:39,Sales,TUPF6E9VX,S202383884913,Cash,1,Product B,EUR,4.66,4.66,0.0,0%,
generic.email@example.com,2022-07-17,19:09,Sales,T6OKOX4Q2,S202319543731,Cash,1,Product D,EUR,3.37,3.37,0.0,0%,
generic.email@example.com,2022-07-18,11:08,Sales,T1TIBNVD3,S202372912770,Card,3,Product B,EUR,8.28,8.28,0.0,0%,
generic.email@example.com,2022-07-18,12:43,Sales,TAF1O1SL9,S202335433666,Cash,3,Product D,EUR,7.98,7.98,0.0,0%,
generic.email@example.com,2022-07-18,13:11,Sales,TME9S3C46,S202332745060,Mobile,2,Product A,EUR,2.86,2.86,0.0,0%,
generic.email@example.com,2022-07-18,14:38,Sales,TAAALFYAN,S202388135327,Mobile,2,Product C,EUR,1.9,1.9,0.0,0%,
generic.email@example.com,2022-07-18,14:43,Sales,TAMNYEGX1,S202325551476,Card,2,Product C,EUR,7.91,7.91,0.0,0%,
generic.email@example.com,2022-07-18,15:50,Sales,T7EUQWCBF,S202380247351,Cash,3,Product C,EUR,4.87,4.87,0.0,0%,
generic.email@example.com,2022-07-18,17:04,Sales,TWONYGU9T,S202325356064,Cash,3,Product B,EUR,7.0,7.0,0.0,0%,
generic.email@example.com,2022-07-18,17:53,Sales,TFJH4LIAU,S202327209825,Card,1,Product D,EUR,9.52,9.52,0.0,0%,
generic.email@example.com,2022-07-18,19:13,Sales,TPFL75WQZ,S202307802760,Card,3,Product A,EUR,9.88,9.88,0.0,0%,
generic.email@example.com,2022-07-19,12:13,Sales,TW0NEIR79,S202397087836,Cash,2,Product C,EUR,5.47,5.47,0.0,0%,
generic.email@example.com,2022-07-19,13:44,Sales,TGZAQY6ED,S202352263703,Mobile,3,Product C,EUR,4.49,4.49,0.0,0%,
generic.email@example.com,2022-07-19,14:01,Sales,TGVB45FJA,S202345585364,Mobile,1,Product C,EUR,2.1,2.1,0.0,0%,
generic.email@example.com,2022-07-19,15:07,Sales,TUXFFM69E,S202317221825,Card,3,Product B,EUR,0.65,0.65,0.0,0%,
generic.email@example.com,2022-07-19,15:10,Sales,TU92XUK72,S202361891778,Card,2,Product A,EUR,9.64,9.64,0.0,0%,
generic.email@example.com,2022-07-19,17:31,Sales,TDE9VL59K,S202300124715,Card,2,Product B,EUR,9.77,9.77,0.0,0%,
generic.email@example.com,2022-07-19,19:48,Sales,TTAXG3RUI,S202334525640,Card,2,Product A,EUR,7.44,7.44,0.0,0%,
generic.email@example.com,2022-07-20,13:01,Sales,TQKAEEKCQ,S202320732564,Cash,1,Product C,EUR,8.14,8.14,0.0,0%,
generic.email@example.com,2022-07-20,13:58,Sales,TUMCP5HJN,S202367174266,Card,2,Product D,EUR,3.86,3.86,0.0,0%,
generic.email@example.com,2022-07-20,14:42,Sales,TUJ9S3HU5,S202331097568,Card,3,Product C,EUR,8.6,8.6,0.0,0%,
generic.email@example.com,2022-07-20,14:54,Sales,TDD3H7A27,S202350013056,Mobile,1,Product A,EUR,1.79,1.79,0.0,0%,
generic.email@example.com,2022-07-20,16:28,Sales,TH271U9NF,S202383546274,Cash,3,Product A,EUR,8.97,8.97,0.0,0%,
generic.email@example.com,2022-07-20,18:50,Sales,TAG5FCME7,S202317707011,Cash,3,Product B,EUR,3.46,3.46,0.0,0%,
generic.email@example.com,2022-07-21,11:13,Sales,TCR0AF1YN,S202308472268,Cash,2,Product B,EUR,6.34,6.34,0.0,0%,
generic.email@example.com,2022-07-21,13:10,Sales,TX81R6EL6,S202356239249,Card,1,Product B,EUR,6.1,6.1,0.0,0%,
generic.email@example.com,2022-07-21,13:27,Sales,TNYXR74TG,S202370309410,Mobile,1,Product A,EUR,9.93,9.93,0.0,0%,
generic.email@example.com,2022-07-21,15:56,Sales,TC7D9R20F,S202323652654,Mobile,3,Product C,EUR,0.68,0.68,0.0,0%,
generic.email@example.com,2022-07-21,18:17,Sales,TRTF7LUNS,S202346748124,Mobile,3,Product C,EUR,7.56,7.56,0.0,0%,
generic.email@example.com,2022-07-21,18:50,Sales,T3BTV6WE9,S202347795724,Card,1,Product A,EUR,8.78,8.78,0.0,0%,
generic.email@example.com,2022-07-22,13:14,Sales,TNETDOW3V,S202333799790,Card,1,Product D,EUR,3.79,3.79,0.0,0%,
generic.email@example.com,2022-07-22,15:56,Sales,TP0F3MDUP,S202341214851,Cash,1,Product C,EUR,8.02,8.02,0.0,0%,
generic.email@example.com,2022-07-22,16:05,Sales,TBD3ILOKF,S202397090331,Card,3,Product B,EUR,9.05,9.05,0.0,0%,
generic.email@example.com,2022-07-22,16:25,Sales,T1D2WWW0X,S202336429615,Mobile,3,Product B,EUR,9.95,9.95,0.0,0%,
generic.email@example.com,2022-07-22,16:44,Sales,TUJXUS72T,S202384866244,Mobile,3,Product B,EUR,2.95,2.95,0.0,0%,
generic.email@example.com,2022-07-22,17:44,Sales,T2HZZILI1,S202394966851,Card,2,Product D,EUR,8.96,8.96,0.0,0%,
generic.email@example.com,2022-07-22,18:04,Sales,TA88DYE0V,S202383132203,Mobile,3,Product C,EUR,7.76,7.76,0.0,0%,
generic.email@example.com,2022-07-22,18:07,Sales,TXNPN9TYL,S202356432684,Card,3,Product D,EUR,1.67,1.67,0.0,0%,
generic.email@example.com,2022-07-22,18:19,Sales,TQKNNTJMI,S202325761001,Cash,3,Product C,EUR,1.71,1.71,0.0,0%,
generic.email@example.com,2022-07-22,19:06,Sales,T25LS95P2,S202336497796,Card,2,Product D,EUR,7.95,7.95,0.0,0%,
generic.email@example.com,2022-07-22,19:07,Sales,TB09NAFGA,S202315163503,Card,2,Product A,EUR,4.44,4.44,0.0,0%,
generic.email@example.com,2022-07-22,19:07,Sales,T8UETMO7H,S202333534755,Card,2,Product C,EUR,2.15,2.15,0.0,0%,
generic.email@example.com,2022-07-23,11:03,Sales,TDZ2JCYQ7,S202303848770,Card,1,Product A,EUR,1.35,1.35,0.0,0%,
generic.email@example.com,2022-07-23,11:51,Sales,TRJES3B6D,S202332030709,Mobile,2,Product B,EUR,2.18,2.18,0.0,0%,
generic.email@example.com,2022-07-23,14:22,Sales,TI8AB8RMH,S202382631150,Mobile,3,Product C,EUR,2.38,2.38,0.0,0%,
generic.email@example.com,2022-07-23,16:20,Sales,TRWMILJVL,S202320182716,Mobile,2,Product B,EUR,9.3,9.3,0.0,0%,
generic.email@example.com,2022-07-23,17:06,Sales,TDWZ40AJZ,S202387942485,Mobile,2,Product D,EUR,4.42,4.42,0.0,0%,
generic.email@example.com,2022-07-23,17:32,Sales,TT3A4REMZ,S202396650053,Card,3,Product C,EUR,7.33,7.33,0.0,0%,
generic.email@example.com,2022-07-23,17:51,Sales,TMRR6WLGA,S202386726036,Cash,3,Product D,EUR,9.64,9.64,0.0,0%,
generic.email@example.com,2022-07-24,14:12,Sales,TSBBW8JS4,S202376949395,Cash,1,Product B,EUR,9.61,9.61,0.0,0%,
generic.email@example.com,2022-07-24,14:52,Sales,TU74XXKIV,S202346447158,Cash,3,Product A,EUR,7.32,7.32,0.0,0%,
generic.email@example.com,2022-07-24,19:19,Sales,TRC61Q5ZG,S202366720513,Card,3,Product D,EUR,8.35,8.35,0.0,0%,
generic.email@example.com,2022-07-25,11:07,Sales,T4IK7FCSN,S202334245837,Card,2,Product C,EUR,6.49,6.49,0.0,0%,
generic.email@example.com,2022-07-25,11:54,Sales,TLBIYMZXB,S202351313752,Mobile,2,Product D,EUR,4.02,4.02,0.0,0%,
generic.email@example.com,2022-07-25,12:15,Sales,TOUEH2EE5,S202349548103,Card,3,Product B,EUR,7.62,7.62,0.0,0%,
generic.email@example.com,2022-07-25,12:23,Sales,TU1GVXWU4,S202374718652,Cash,1,Product B,EUR,6.35,6.35,0.0,0%,
generic.email@example.com,2022-07-25,13:14,Sales,TMS83OV4Z,S202315359324,Card,3,Product D,EUR,3.78,3.78,0.0,0%,
generic.email@example.com,2022-07-25,14:53,Sales,TEP7GIKR0,S202307945899,Mobile,1,Product B,EUR,1.53,1.53,0.0,0%,
generic.email@example.com,2022-07-25,15:43,Sales,TRO1IAWVA,S202351450970,Mobile,3,Product C,EUR,2.57,2.57,0.0,0%,
generic.email@example.com,2022-07-25,16:26,Sales,TK14NWIXH,S202354967710,Mobile,2,Product B,EUR,4.16,4.16,0.0,0%,
